,id,partner_id,participant_id,partner_name,type_of_product,date,currency,qty,unit_price,unit,total,total_usd
1858,1858,168,,Centre Agro-pastoral des Petites Surs de Ste Thérèse,Lait de vache,2025-03-28,HTG,9,521.3457529923761,gallon,4692.111776931385,35.68145837970635
1859,1859,75,,Dermance Pierre,Viande de mouton,2027-01-04,HTG,569,597.0963986613493,lb,339747.85083830776,2583.6338466791462
1860,1860,118,,Sonje Lakay Poulailler ,Mouton entier,2025-04-22,HTG,15,37036.81528032262,animal,555552.2292048393,4224.731781025394
1861,1861,165,,Partenaria pour le Développement Local,Viande de chèvre,2025-07-26,HTG,2395,669.8186461660707,lb,1604215.6575677395,12199.35861268243
1862,1862,130,,Sanon Marie Mariana,Lait de vache,2025-02-20,HTG,11,521.8381976051156,gallon,5740.220173656272,43.65186443845074
1863,1863,169,,Probo-K,Lait de vache,2027-01-27,HTG,14,521.1461828429735,gallon,7296.046559801629,55.48324380077285
1864,1864,141,,Odjeeez poulailler,Mouton entier,2024-07-12,HTG,20,37405.99517382779,animal,748119.9034765558,5689.124741266584
1865,1865,21,,Coalition des Producteurs pour le Développement Agricole,Volaille,2024-12-22,HTG,3028,1791.853515402198,animal,5425732.4446378555,41260.32277291145
1866,1866,185,,Institution Fitz Gérard,Volaille,2027-10-14,HTG,3580,794.8730268161662,animal,2845645.436001875,21639.889247162548
1867,1867,212,,Mouvement des Investisseurs de Camp-perrin,Mouton entier,2024-04-10,HTG,14,19390.797494926886,animal,271471.1649289764,2064.4195051633187
1868,1868,205,,Ferme d'élevage de Georges Louicimar,Oeufs,2027-12-02,HTG,7864,156.3450951583384,douzaine,1229497.8283251734,9349.793371294094
1869,1869,50,,Poulailler Debs,Volaille,2026-08-25,HTG,4033,1945.0146038499179,animal,7844243.897326719,59652.044846591016
1870,1870,65,,Laiterie de Ouanaminthe/GEDWA,Oeufs,2027-11-11,HTG,2107,150.0006818426358,douzaine,316051.43664243363,2403.432978269457
1871,1871,189,,Société d'Expansion de la Production agricole et commercialisation de Torbeck,Bovin entier,2026-03-23,HTG,14,305958.7203968593,animal,4283422.08555603,32573.55198141468
1872,1872,73,,Association des apiculteurs de ferrier,Volaille,2025-03-18,HTG,1104,1207.2152895105205,animal,1332765.6796196147,10135.100225244218
1873,1873,73,,Association des apiculteurs de ferrier,Lait de vache,2027-12-14,HTG,6,450.2044851574806,gallon,2701.2269109448835,20.54164951288885
1874,1874,165,,Partenaria pour le Développement Local,Mouton entier,2024-11-29,HTG,18,26430.672085391023,animal,475752.0975370384,3617.886673285463
1875,1875,119,,Zero Stress poulailler,Volaille,2024-01-02,HTG,4730,1085.316493834,animal,5133547.01583482,39038.380348553765
1876,1876,132,,American University of the Caraibeen,Mouton entier,2025-10-20,HTG,17,25221.587840171796,animal,428766.99328292056,3260.5855002503463
1877,1877,203,,Yahvé Shamma,Viande de chèvre,2025-07-25,HTG,1364,768.9151240104543,lb,1048800.2291502596,7975.66714182707
1878,1878,215,,ANTRAID Production,Viande de bovin,2027-06-04,HTG,1012,633.1356455565176,lb,640733.2733031958,4872.496374929246
1879,1879,134,,Roy production et distribution,Oeufs,2024-09-18,HTG,2200,183.08075402203917,douzaine,402777.6588484862,3062.9479760341155
1880,1880,177,,Alfredo entreprise agro veterinaire,Viande de chèvre,2027-05-23,HTG,1253,721.9067412517682,lb,904549.1467884654,6878.700736033958
1881,1881,182,,Seeds of quality,Viande de chèvre,2024-12-01,HTG,2785,763.4308042833886,lb,2126154.789929237,16168.477489956176
1882,1882,131,,BECEP,Volaille,2026-11-07,HTG,1769,1255.2813338806814,animal,2220592.6796349254,16886.636347033655
1883,1883,13,,THE CHOU FERME,Bovin entier,2027-12-26,HTG,8,133095.7962269432,animal,1064766.3698155456,8097.082660194264
1884,1884,77,,Ferme Heptagone,Oeufs,2027-06-09,HTG,4375,152.84240040236352,douzaine,668685.5017603404,5085.06084988852
1885,1885,218,,Mouvman Peyizan Nò,Bovin entier,2025-04-02,HTG,12,134834.15309181952,animal,1618009.8371018344,12304.257316363759
1886,1886,128,,Ferme Avicole de Grand Latanier,Oeufs,2026-06-30,HTG,4658,168.4688744707127,douzaine,784728.0172845798,5967.513439426462
1887,1887,105,,Poulailler wilnert,Lait de vache,2027-05-14,HTG,23,537.0281359382773,gallon,12351.647126580378,93.92887548730324
1888,1888,169,,Probo-K,Oeufs,2027-09-08,HTG,5266,176.85519616884696,douzaine,931319.4630251481,7082.277285362344
1889,1889,235,,Akasan Tech,Viande de chèvre,2025-05-07,HTG,267,720.5777006969121,lb,192394.24608607552,1463.0741147230078
1890,1890,81,,"Centre d'expérimentation, de production et de vulgarisation agricole(CEPVA)",Viande de chèvre,2027-11-11,HTG,937,729.1645292722181,lb,683227.1639280684,5195.643832152611
1891,1891,13,,THE CHOU FERME,Oeufs,2025-09-17,HTG,4339,150.63335925903377,douzaine,653598.1458249475,4970.32810513268
1892,1892,14,,Bon Secours Agro Vèt,Lait de vache,2024-11-04,HTG,27,532.7779359804093,gallon,14385.004271471053,109.3916674636582
1893,1893,85,,Mouvement Paysans Papaye,Viande de mouton,2025-08-27,HTG,953,578.8180258059632,lb,551613.578593083,4194.780065346638
1894,1894,227,,Entreprise de Production Agricole et dÉlevage ,Viande de bovin,2027-09-11,HTG,5339,600.8856385481795,lb,3208128.4242087305,24396.41387230974
1895,1895,88,,Visionnaire Agro-vert,Bovin entier,2027-07-12,HTG,12,229180.37388032037,animal,2750164.4865638446,20913.798376911367
1896,1896,17,,Agri-Feed,Viande de chèvre,2025-09-05,HTG,2237,688.3074334222478,lb,1539743.7285655683,11709.07778376858
1897,1897,232,,Bazilic,Mouton entier,2027-10-16,HTG,6,19047.008642704237,animal,114282.05185622541,869.0650331271895
1898,1898,71,,Wed & Sam Pharmacie Vétérinaire,Lait de vache,2025-04-18,HTG,8,547.4926040829494,gallon,4379.940832663595,33.307534849152816
1899,1899,84,,Abel Joseph,Lait de vache,2024-04-23,HTG,16,478.6145686928335,gallon,7657.833099085336,58.23447223639038
1900,1900,140,,Kominote Familyal Peyizan Centre ,Lait de vache,2024-07-01,HTG,21,457.48015926118256,gallon,9607.083344484834,73.05766801889608
1901,1901,130,,Sanon Marie Mariana,Volaille,2024-03-16,HTG,4986,830.2703759381641,animal,4139728.094427686,31480.82201085693
1902,1902,202,,Magie Verte Entreprise Agricole,Mouton entier,2024-09-10,HTG,6,36230.20209786897,animal,217381.2125872138,1653.0890691042875
1903,1903,11,,Bambou poulailler ,Lait de vache,2024-04-05,HTG,41,460.95947334063004,gallon,18899.33840696583,143.72120461570975
1904,1904,145,,Amitié poulailler,Mouton entier,2025-01-17,HTG,16,30720.73178983204,animal,491531.70863731264,3737.8837158731
1905,1905,136,,Frisnel et Jonald,Volaille,2025-05-23,HTG,2914,1892.375098137,animal,5514381.035971218,41934.456547309645
1906,1906,91,,Lakou plètil,Viande de chèvre,2025-01-25,HTG,818,683.5442603539376,lb,559139.2049695209,4252.009163266319
1907,1907,122,,A&F Production Animale et Végétale,Viande de bovin,2025-09-05,HTG,4017,553.532260506539,lb,2223539.0904547675,16909.04251296401
1908,1908,106,,Association des Jeunes Engagés pour le Développement Socio-économique de Garde-Hiram ,Mouton entier,2027-07-25,HTG,17,23189.756321151184,animal,394225.8574595701,2997.9152658522444
1909,1909,227,,Entreprise de Production Agricole et dÉlevage ,Mouton entier,2025-02-03,HTG,24,27752.353872608997,animal,666056.4929426159,5065.068387396318
1910,1910,197,,Mezi jezi poulailler,Mouton entier,2027-06-27,HTG,20,28594.926589706447,animal,571898.5317941289,4349.038264594136
1911,1911,94,,Selimond Pierre Wilfrid,Oeufs,2026-01-21,HTG,5673,166.5740790937609,douzaine,944974.7506989056,7186.119777177989
1912,1912,19,,Entreprise Nelton Louis Boucherie- Charcuterie et Rôtisserie,Viande de mouton,2024-10-16,HTG,2269,610.1926761202485,lb,1384527.1821168438,10528.72381837904
1913,1913,51,,Ferme Manigat donnat,Viande de mouton,2024-06-13,HTG,1754,663.1024676038122,lb,1163081.7281770867,8844.727970928416
1914,1914,218,,Mouvman Peyizan Nò,Viande de bovin,2025-01-31,HTG,4871,606.0376335336377,lb,2952009.3129423494,22448.74002237528
1915,1915,235,,Akasan Tech,Bovin entier,2027-02-05,HTG,12,334916.11079385097,animal,4018993.3295262116,30562.686916549137
1916,1916,22,,PMG Jean Michel Thomas,Volaille,2025-01-21,HTG,578,928.1054920171423,animal,536444.9743859082,4079.429463010709
1917,1917,6,,Horizon Vèt,Bovin entier,2024-08-09,HTG,8,111140.88587060227,animal,889127.0869648182,6761.422714561355
1918,1918,97,,Bélicia Baltazar,Bovin entier,2024-05-28,HTG,10,93757.83916440402,animal,937578.3916440402,7129.873700715135
1919,1919,56,,Poulailler Jinjha,Viande de bovin,2026-09-18,HTG,1244,646.1965948510464,lb,803868.5639947017,6113.068927716363
1920,1920,46,,Aucun nom à date,Mouton entier,2025-05-29,HTG,25,29799.592431962817,animal,744989.8107990704,5665.32175512601
1921,1921,223,,Sol Agriplus,Mouton entier,2024-03-28,HTG,20,39796.19298041678,animal,795923.8596083357,6052.652924778218
1922,1922,159,,Entre nous poulailer,Volaille,2024-04-26,HTG,4549,880.5846028729447,animal,4005779.3584690257,30462.200444631373
1923,1923,12,,Ministère Haïtien Zanmi kris yo,Lait de vache,2024-03-10,HTG,9,518.4130129973689,gallon,4665.7171169763205,35.48073853213932
1924,1924,188,,Wid Agricole,Mouton entier,2027-09-15,HTG,5,21762.048384624915,animal,108810.24192312457,827.4543112024683
1925,1925,195,,La petite Ferme Agricole,Volaille,2025-03-18,HTG,127,1574.7812705590968,animal,199997.2213610053,1520.8914171939566
1926,1926,149,,L' eternel est grand poulailler,Viande de mouton,2026-02-08,HTG,1007,622.9071022207432,lb,627267.4519362884,4770.09469153071
1927,1927,124,,Vinxtech production,Mouton entier,2025-09-15,HTG,24,18731.15165505596,animal,449547.63972134306,3418.613229820099
1928,1928,2,,HEEMA ENGINEERING &SERVICES,Lait de vache,2024-05-09,HTG,11,499.7987714890863,gallon,5497.786486379949,41.808262253839914
1929,1929,167,,PRODWI BON KALITE,Lait de vache,2026-10-19,HTG,35,509.0468777071929,gallon,17816.64071975175,135.48776212738974
1930,1930,24,,Asosyasyon Pwodiktè Lèt Ench,Bovin entier,2025-10-29,HTG,10,122724.21336417866,animal,1227242.1336417866,9332.639799557313
1931,1931,31,,FERME FENDAL,Oeufs,2025-04-30,HTG,3086,172.87402733122477,douzaine,533489.2483441597,4056.952458890948
1932,1932,58,,Poulailler,Bovin entier,2025-03-24,HTG,11,186126.63109369116,animal,2047392.9420306028,15569.528076278348
1933,1933,133,,Jean Renel St Donis,Oeufs,2026-06-18,HTG,714,180.07349459222584,douzaine,128572.47513884924,977.7374535273707
1934,1934,148,,Fleurant chèvre,Lait de vache,2025-06-09,HTG,41,460.665822455662,gallon,18887.29872068214,143.6296480660239
1935,1935,11,,Bambou poulailler ,Viande de bovin,2025-08-25,HTG,416,691.86412415006,lb,287815.4756464249,2188.71084141768
1936,1936,205,,Ferme d'élevage de Georges Louicimar,Volaille,2024-04-15,HTG,946,1689.2508991351435,animal,1598031.3505818457,12152.32966221936
1937,1937,181,,Renaissance Ferme,Viande de mouton,2027-09-24,HTG,972,647.3797531623895,lb,629253.1200738426,4785.194829458879
1938,1938,190,,Lido poulailler,Volaille,2025-06-08,HTG,4930,997.4395643614769,animal,4917377.052302081,37394.502298875144
1939,1939,45,,Association des Organisations Paysannes de Charlemagne,Volaille,2026-05-05,HTG,3538,1288.0744702521586,animal,4557207.475752137,34655.57015781092
1940,1940,114,,Ferme Agricole de Mérande SA,Lait de vache,2025-03-26,HTG,31,524.6241288652735,gallon,16263.34799482348,123.6756501507489
1941,1941,116,,Poulailler chenet,Viande de chèvre,2025-06-07,HTG,2115,679.5800651424247,lb,1437311.8377762283,10930.12804392569
1942,1942,126,,AVI-AGRO,Viande de chèvre,2026-09-13,HTG,1192,742.9773635705535,lb,885629.0173760998,6734.821424913307
1943,1943,129,,Bon Poul Palye,Mouton entier,2025-02-28,HTG,22,38067.58662710905,animal,837486.9057963991,6368.721717082883
1944,1944,60,,Poulailler Père Yvon,Viande de mouton,2026-05-07,HTG,466,640.9434768819605,lb,298679.66022699355,2271.328214653943
1945,1945,220,,AGWO PÈP LA,Viande de chèvre,2024-10-25,HTG,3427,660.3314700484507,lb,2262955.9478560407,17208.790477992705
1946,1946,35,,Agropharma,Volaille,2026-05-20,HTG,1939,1375.5862243916845,animal,2667261.689095476,20283.358852437083
1947,1947,125,,Poulailler Vincent Monestime,Viande de mouton,2027-09-22,HTG,84,653.9378889789399,lb,54930.78267423095,417.7245830739996
1948,1948,26,,Poulailler Herold,Mouton entier,2026-05-22,HTG,22,29424.692471712624,animal,647343.2343776778,4922.762238613519
1949,1949,159,,Entre nous poulailer,Mouton entier,2027-09-10,HTG,24,23042.963535105497,animal,553031.124842532,4205.559884734083
1950,1950,213,,Amazone production agricole,Viande de bovin,2027-08-29,HTG,5857,589.7590194074603,lb,3454218.576669495,26267.82187581365
1951,1951,225,,Groupe de Reflexion pour le Développement Local,Viande de bovin,2027-12-18,HTG,4834,574.9508215171613,lb,2779312.271213958,21135.45453394645
1952,1952,140,,Kominote Familyal Peyizan Centre ,Viande de bovin,2027-08-10,HTG,2539,630.1885584131109,lb,1600048.7498108884,12167.671101223486
1953,1953,92,,Complexe Agriocole Grands Planteure d'haiti,Lait de vache,2027-06-27,HTG,19,538.7786341257589,gallon,10236.79404838942,77.84634257330357
1954,1954,163,,Le Poulet Chic de Marmont,Oeufs,2026-03-05,HTG,5977,184.8349198826938,douzaine,1104758.316138861,8401.20392501035
1955,1955,140,,Kominote Familyal Peyizan Centre ,Volaille,2025-05-08,HTG,4373,1403.770826936723,animal,6138689.82619429,46682.05191022274
1956,1956,108,,Solidarité poulailler,Mouton entier,2025-12-12,HTG,9,19224.559033992522,animal,173021.0313059327,1315.7492874975871
1957,1957,89,,Rozaj Global Production et Distribution,Mouton entier,2027-02-20,HTG,8,35990.05839767125,animal,287920.46718137,2189.509256132091
1958,1958,43,,Solution AgroVétérinaire,Viande de chèvre,2026-02-14,HTG,2037,777.1377506791408,lb,1583029.5981334099,12038.247894550645
1959,1959,52,,Laiterie de Ferrier,Lait de vache,2025-11-05,HTG,37,490.2629272260747,gallon,18139.728307364763,137.9447019571465
1960,1960,188,,Wid Agricole,Oeufs,2027-01-19,HTG,3814,190.3840894013062,douzaine,726124.9169765818,5521.86248651393
1961,1961,230,,Backup agricultural consulting firm,Oeufs,2027-11-29,HTG,4908,176.20395766832252,douzaine,864809.0242361269,6576.494480883094
1962,1962,195,,La petite Ferme Agricole,Oeufs,2026-01-04,HTG,3891,176.94422197818972,douzaine,688489.9677171361,5235.6651537424805
1963,1963,39,,AGROTECH,Viande de chèvre,2025-12-09,HTG,1233,720.938763122938,lb,888917.4949305826,6759.8288587877005
1964,1964,22,,PMG Jean Michel Thomas,Lait de vache,2026-06-01,HTG,16,499.7872504011233,gallon,7996.596006417973,60.81061601838763
1965,1965,149,,L' eternel est grand poulailler,Viande de bovin,2026-03-10,HTG,2155,672.8121736493887,lb,1449910.2342144325,11025.933340033707
1966,1966,44,,Dallas Farm,Oeufs,2027-06-14,HTG,7427,167.4029574205578,douzaine,1243301.7647624828,9454.766271958044
1967,1967,110,,Agro Jhonncy Poulailler ,Lait de vache,2026-09-03,HTG,19,451.35652297660727,gallon,8575.773936555539,65.21501092437673
1968,1968,134,,Roy production et distribution,Bovin entier,2025-06-17,HTG,9,91832.6940052683,animal,826494.2460474147,6285.127346368173
1969,1969,156,,EKILIB Pouilailler,Lait de vache,2024-04-12,HTG,32,476.535797403581,gallon,15249.145516914592,115.96308377881819
1970,1970,156,,EKILIB Pouilailler,Viande de mouton,2026-09-24,HTG,118,673.3512495832238,lb,79455.4474508204,604.2239349872274
1971,1971,178,,Rasanbleman Fanm Vanyan Limonad,Viande de chèvre,2027-09-25,HTG,806,776.0485499133281,lb,625495.1312301424,4756.6169675296005
1972,1972,144,,Raymond raynold poulailler,Lait de vache,2027-03-21,HTG,12,455.243382447701,gallon,5462.920589372412,41.543122352641916
1973,1973,203,,Yahvé Shamma,Oeufs,2026-12-31,HTG,9518,178.19614852437135,douzaine,1696070.9416549664,12897.87788330773
1974,1974,3,,Este-agriv,Lait de vache,2025-10-03,HTG,45,507.2533314148557,gallon,22826.39991366851,173.58479021801148
1975,1975,64,,Poulailler Marcky,Viande de mouton,2024-03-10,HTG,197,592.8280138275188,lb,116787.1187240212,888.1149712853323
1976,1976,86,,Eco champ S.A,Viande de chèvre,2027-02-14,HTG,3469,780.5695164175779,lb,2707795.652452578,20591.601919791465
1977,1977,218,,Mouvman Peyizan Nò,Bovin entier,2026-10-08,HTG,7,331096.23259971954,animal,2317673.628198037,17624.894511011687
1978,1978,96,,EDMAX,Viande de chèvre,2025-03-25,HTG,1259,685.5240953049686,lb,863074.8359889555,6563.306737558597
1979,1979,19,,Entreprise Nelton Louis Boucherie- Charcuterie et Rôtisserie,Viande de mouton,2024-09-09,HTG,193,694.5952685337575,lb,134056.8868270152,1019.444006289089
1980,1980,108,,Solidarité poulailler,Mouton entier,2026-03-24,HTG,21,28093.942190888272,animal,589972.7860086537,4486.4850647045905
1981,1981,123,,Poulailler Adrien Arold,Oeufs,2026-08-24,HTG,9950,159.38779397347318,douzaine,1585908.550036058,12060.141064912988
1982,1982,107,,Agro-Production,Mouton entier,2026-12-23,HTG,25,38428.86212373546,animal,960721.5530933865,7305.86732390408
1983,1983,20,,Lakou Royal Ferme AgroEcologique,Oeufs,2026-10-27,HTG,9678,164.5054635238261,douzaine,1592083.875983589,12107.101718506381
1984,1984,212,,Mouvement des Investisseurs de Camp-perrin,Viande de mouton,2026-12-25,HTG,1625,574.6057491001918,lb,933734.3422878117,7100.6413862191
1985,1985,27,,Poulailler Adrien,Viande de chèvre,2024-04-11,HTG,2345,762.6680925186103,lb,1788456.6769561411,13600.431003468753
1986,1986,68,,Ferme de l'avenir,Viande de bovin,2027-03-02,HTG,1543,603.7947844620626,lb,931655.3524249626,7084.8315773761415
1987,1987,138,,Sternum Entreprise,Bovin entier,2026-05-25,HTG,14,330193.1359123296,animal,4622703.902772615,35153.64184617958
1988,1988,221,,Ferme La Bellevue,Viande de mouton,2027-12-22,HTG,1487,582.293512414497,lb,865870.452960357,6584.566182208037
1989,1989,87,,MS Boucherie,Viande de mouton,2027-12-13,HTG,590,649.8451543903578,lb,383408.6410903111,2915.65506532556
1990,1990,220,,AGWO PÈP LA,Viande de mouton,2025-08-11,HTG,1958,628.3621952732159,lb,1230333.1783449566,9356.145842927426
1991,1991,20,,Lakou Royal Ferme AgroEcologique,Mouton entier,2027-01-14,HTG,19,19323.50833003579,animal,367146.65827068005,2791.9897967352094
1992,1992,20,,Lakou Royal Ferme AgroEcologique,Mouton entier,2024-07-09,HTG,6,23608.440246995782,animal,141650.6414819747,1077.1911899769939
1993,1993,170,,Alexis et Pluviose agro entreprise vétérinaire,Viande de bovin,2025-07-26,HTG,6782,611.69331876695,lb,4148504.087877455,31547.559603630838
1994,1994,176,,New Roots Haïti,Oeufs,2026-06-12,HTG,8107,158.09952767616383,douzaine,1281712.8708706603,9746.865938179926
1995,1995,99,,Friend's Farm Haïti,Lait de vache,2026-08-19,HTG,21,532.7417060736267,gallon,11187.575827546161,85.07662226270845
1996,1996,76,,James Augustin,Viande de mouton,2027-03-03,HTG,1974,572.8001224212389,lb,1130707.4416595257,8598.535678019207
1997,1997,27,,Poulailler Adrien,Viande de bovin,2027-04-21,HTG,6597,613.6793946153011,lb,4048442.9662771416,30786.63852682237
1998,1998,68,,Ferme de l'avenir,Viande de mouton,2025-11-22,HTG,1831,664.9480009403624,lb,1217519.7897218035,9258.705625260864
1999,1999,179,,Asosyasyon Pwodiktè Lèt limonad,Mouton entier,2027-02-02,HTG,22,24904.001560785266,animal,547888.0343372759,4166.44893032149
2000,2000,181,,Renaissance Ferme,Bovin entier,2025-08-11,HTG,5,82826.73483921326,animal,414133.6741960663,3149.3055071944204
2001,2001,137,,Bastia Ferme d'élevage ,Mouton entier,2025-04-03,HTG,24,39737.05440763342,animal,953689.305783202,7252.390158047164
2002,2002,109,,Félicité ferme d'élevage,Lait de vache,2024-08-15,HTG,37,457.83085147653685,gallon,16939.741504631864,128.819327031421
2003,2003,133,,Jean Renel St Donis,Oeufs,2027-01-08,HTG,6690,160.01859348661773,douzaine,1070524.3904254725,8140.869889167091
2004,2004,66,,Poulailler Bernadin,Volaille,2027-11-06,HTG,1485,1777.1063570916538,animal,2639002.9402811057,20068.46342419092
2005,2005,179,,Asosyasyon Pwodiktè Lèt limonad,Mouton entier,2024-06-15,HTG,13,36066.32000376323,animal,468862.16004892194,3565.4917113986457
2006,2006,111,,Kiskeya vèt,Viande de bovin,2025-05-28,HTG,696,602.3988330530328,lb,419269.58780491084,3188.361884447991
2007,2007,88,,Visionnaire Agro-vert,Viande de bovin,2026-07-31,HTG,2572,646.167046244828,lb,1661941.6429416977,12638.339490050934
2008,2008,222,,Agrozoo Services,Bovin entier,2026-01-10,HTG,12,117858.77371234438,animal,1414305.2845481327,10755.173266525724
2009,2009,164,,Altagrace poulet Local,Lait de vache,2025-12-19,HTG,12,477.6918848173045,gallon,5732.302617807654,43.59165488827114
2010,2010,63,,Poulailler,Volaille,2026-07-17,HTG,3501,849.2005440566288,animal,2973051.1047422574,22608.753648230093
2011,2011,112,,La faune et.la.flore production,Viande de chèvre,2026-06-05,HTG,2246,752.6655938123635,lb,1690486.9237025683,12855.413868460595
2012,2012,230,,Backup agricultural consulting firm,Mouton entier,2026-08-10,HTG,11,36940.21002424423,animal,406342.31026668655,3090.0555913816465
2013,2013,102,,JEL production,Bovin entier,2024-02-09,HTG,5,303264.17208383064,animal,1516320.8604191532,11530.957113453636
2014,2014,104,,Cooperative d'Appui à la Production Agricole  Sud,Viande de chèvre,2026-10-17,HTG,358,711.4654220856189,lb,254704.62110665158,1936.9172707730158
2015,2015,215,,ANTRAID Production,Volaille,2025-04-15,HTG,2153,1881.9052012858433,animal,4051741.8983684205,30811.725462877723
2016,2016,13,,THE CHOU FERME,Viande de mouton,2024-03-29,HTG,129,666.211630846099,lb,85941.30037914676,653.5460104878081
2017,2017,85,,Mouvement Paysans Papaye,Volaille,2026-03-26,HTG,3524,1613.2476741418857,animal,5685084.803676005,43232.58405837267
2018,2018,27,,Poulailler Adrien,Oeufs,2026-04-06,HTG,6548,190.96777273737314,douzaine,1250456.9758843193,9509.178523835128
2019,2019,177,,Alfredo entreprise agro veterinaire,Oeufs,2024-11-13,HTG,8493,185.64116421637834,douzaine,1576650.4076897013,11989.736940606093
2020,2020,220,,AGWO PÈP LA,Lait de vache,2026-08-27,HTG,45,457.1555587651193,gallon,20572.000144430367,156.44106573711306
2021,2021,172,,Centre d' Encadrement de la Production Agricole pour le developpement Haiti,Viande de chèvre,2024-09-07,HTG,834,722.5038687234965,lb,602568.226515396,4582.267882246358
2022,2022,151,,Agro sully plymouth,Viande de mouton,2025-12-24,HTG,1791,687.9862302658956,lb,1232183.3384062191,9370.215501187979
2023,2023,204,,La chèvrerie de kilou,Volaille,2027-11-23,HTG,1005,770.8084871187805,animal,774662.5295543744,5890.9698064971435
2024,2024,222,,Agrozoo Services,Volaille,2025-07-09,HTG,4274,1389.252624446567,animal,5937665.716884628,45153.35145919869
2025,2025,125,,Poulailler Vincent Monestime,Volaille,2027-11-11,HTG,1994,1664.7520523002363,animal,3319515.592286671,25243.464580126776
2026,2026,210,,Organisation des Agriculteurs et des Planteurs de Bouette,Volaille,2027-10-04,HTG,3327,790.4737599965702,animal,2629906.1995085888,19999.28668827824
2027,2027,11,,Bambou poulailler ,Viande de mouton,2025-04-03,HTG,1287,670.2156650176852,lb,862567.5608777609,6559.449132150273
2028,2028,105,,Poulailler wilnert,Oeufs,2024-02-03,HTG,2950,153.7247447934768,douzaine,453487.9971407565,3448.577925024764
2029,2029,57,,Solution Boutique Agricole,Viande de bovin,2027-03-01,HTG,5532,599.108286958849,lb,3314267.043456353,25203.55166126504
2030,2030,86,,Eco champ S.A,Mouton entier,2024-10-23,HTG,6,26029.097630877357,animal,156174.58578526415,1187.6394356293852
2031,2031,92,,Complexe Agriocole Grands Planteure d'haiti,Viande de chèvre,2025-01-25,HTG,3323,787.2280017557208,lb,2615958.6498342603,19893.221671743424
2032,2032,11,,Bambou poulailler ,Viande de mouton,2027-01-07,HTG,2151,678.5051378748109,lb,1459464.5515687182,11098.58974576972
2033,2033,155,,LEG poulailler,Mouton entier,2024-09-14,HTG,8,20072.10110103964,animal,160576.80880831712,1221.1164167932861
2034,2034,115,,G&G agroentreprise,Bovin entier,2026-04-24,HTG,12,268895.9198971668,animal,3226751.0387660014,24538.03071304944
2035,2035,73,,Association des apiculteurs de ferrier,Lait de vache,2025-02-17,HTG,49,496.6990317776389,gallon,24338.252557104304,185.08176849508976
2036,2036,122,,A&F Production Animale et Végétale,Bovin entier,2026-11-25,HTG,14,324363.65937596647,animal,4541091.23126353,34533.01316550213
2037,2037,120,,Mouvement de Solidarité des Travailleurs de Saltadère,Mouton entier,2025-04-19,HTG,6,31422.53796994006,animal,188535.22781964036,1433.7279682101928
2038,2038,179,,Asosyasyon Pwodiktè Lèt limonad,Volaille,2025-06-18,HTG,2652,1875.3478127291066,animal,4973422.399357591,37820.70265671172
2039,2039,127,,Agrotop SNC,Lait de vache,2027-05-13,HTG,42,521.2801005737475,gallon,21893.764224097395,166.49250360530337
2040,2040,67,,"Ferme d'Expérimentation, de production pour la Vulgarisation Agricole d'Haiti",Viande de chèvre,2025-04-15,HTG,528,709.9418937969727,lb,374849.3199248016,2850.5651705308105
2041,2041,25,,Le Sanctuaire Ferme Agricole,Viande de chèvre,2025-12-08,HTG,3200,780.5303963112891,lb,2497697.268196125,18993.895575635932
2042,2042,110,,Agro Jhonncy Poulailler ,Viande de chèvre,2026-07-20,HTG,1830,727.464976915748,lb,1331260.907755819,10123.657093200143
2043,2043,2,,HEEMA ENGINEERING &SERVICES,Bovin entier,2024-04-14,HTG,10,142947.55729984777,animal,1429475.5729984776,10870.536676794507
2044,2044,204,,La chèvrerie de kilou,Viande de mouton,2026-08-03,HTG,2456,674.1367702074768,lb,1655679.9076295632,12590.721731023295
2045,2045,5,,Ferme Luckner Alexis,Viande de chèvre,2026-07-20,HTG,2517,687.7705969819881,lb,1731118.592603664,13164.399943754099
2046,2046,105,,Poulailler wilnert,Oeufs,2024-10-19,HTG,2293,162.65642006409527,douzaine,372971.17120697047,2836.2826707754407
2047,2047,82,,Poulailler Emilus Jeannot,Viande de chèvre,2025-04-05,HTG,1817,678.6607982949854,lb,1233126.6705019884,9377.389129292687
2048,2048,128,,Ferme Avicole de Grand Latanier,Viande de bovin,2025-02-13,HTG,2402,632.3219397555382,lb,1518837.2992928028,11550.093530743748
2049,2049,86,,Eco champ S.A,Bovin entier,2025-03-01,HTG,12,192815.29945767796,animal,2313783.5934921354,17595.312498039053
2050,2050,189,,Société d'Expansion de la Production agricole et commercialisation de Torbeck,Viande de chèvre,2025-11-05,HTG,1601,782.0473859974918,lb,1252057.8649819845,9521.35258541433
2051,2051,166,,Kay plantè,Volaille,2026-10-19,HTG,4960,1272.9108992366691,animal,6313638.060213879,48012.456731664475
2052,2052,18,,AGRI-FAZ,Volaille,2026-12-12,HTG,430,800.4981153676517,animal,344214.18960809027,2617.598400061523
2053,2053,179,,Asosyasyon Pwodiktè Lèt limonad,Lait de vache,2027-04-25,HTG,33,488.19782128677826,gallon,16110.528102463682,122.51352169173903
2054,2054,138,,Sternum Entreprise,Viande de mouton,2024-10-26,HTG,1576,629.0790155718068,lb,991428.5285411676,7539.3804451799815
